"mass","coupling"
0.000336,9.272127432335988e-13
0.0003414290906059,9.32614365426307e-13
0.0003469459044999,9.373401017972455e-13
0.0003525518591157,9.414383579024015e-13
0.0003582483947895,9.449564539570039e-13
0.000364036975131,9.479403668881642e-13
0.0003699190873986,9.504345209908497e-13
0.0003758962428818,9.524816226958758e-13
0.0003819699772896,9.541225348221549e-13
0.0003881418511451,9.553961855949045e-13
0.0003944134501862,9.563395086790957e-13
0.0004007863857733,9.569874096786708e-13
0.000407262295303,9.57372755615252e-13
0.0004138428426292,9.575263840973047e-13
0.00042052971849,9.574771290066174e-13
0.0004273246409429,9.572518593758239e-13
0.0004342293558055,9.568755299197578e-13
0.0004412456371044,9.56371239750046e-13
0.0004483752875309,9.557602985491263e-13
0.0004556201389043,9.550622974468324e-13
0.0004629820526424,9.542951836244471e-13
0.0004704629202397,9.534753373425247e-13
0.0004780646637538,9.526176501216524e-13
0.0004857892362984,9.517356032765666e-13
0.0004936386225462,9.508413459693332e-13
0.0005016148392378,9.499457722018067e-13
0.0005097199357006,9.490585963165983e-13
0.0005179559943749,9.481884263533653e-13
0.0005263251313492,9.47342835245932e-13
0.0005348294969036,9.465284295048233e-13
0.0005434712760625,9.457509150936997e-13
0.0005522526891562,9.450151605918314e-13
0.0005611759923907,9.443252576610711e-13
0.0005702434784281,9.436845782667504e-13
0.0005794574769752,9.430958295198644e-13
0.0005888203553823,9.425611053376414e-13
0.0005983345192513,9.420819355326017e-13
0.0006080024130539,9.416593322455586e-13
0.0006178265207595,9.412938337125428e-13
0.0006278093664736,9.409855455839756e-13
0.0006379535150862,9.407341800209243e-13
0.0006482615729308,9.405390922046812e-13
0.000658736188454,9.403993149743786e-13
0.000669380052896,9.4031359139631e-13
0.0006801959009822,9.402804051991334e-13
0.0006911865116257,9.402980095895555e-13
0.0007023547086412,9.403644541392388e-13
0.0007137033614707,9.404776102793667e-13
0.0007252353859207,9.40635195017387e-13
0.0007369537449111,9.408347932934206e-13
0.000748861449237,9.410738789699798e-13
0.0007609615583418,9.413498345042827e-13
0.0007732571811033,9.416599694574753e-13
0.0007857514766327,9.420015377272175e-13
0.0007984476550862,9.42371753653091e-13
0.0008113489784897,9.427678073693559e-13
0.0008244587615767,9.43186878812485e-13
0.0008377803726406,9.436261510176457e-13
0.0008513172343993,9.440828223342757e-13
0.0008650728248753,9.445541180354315e-13
0.0008790506782889,9.45037300909278e-13
0.0008932543859664,9.45529681085628e-13
0.0009076875972627,9.460286251723118e-13
0.0009223540204991,9.46531564701986e-13
0.0009372574239158,9.470360037249868e-13
0.0009524016366406,9.47539525937462e-13
0.000967790549672,9.480398009962598e-13
0.0009834281168795,9.485345902364767e-13
0.0009993183560193,9.490217519309416e-13
0.0010154653497663,9.4949924574323e-13
0.0010318732467635,9.499651367473491e-13
0.0010485462626876,9.50417598930809e-13
0.0010654886813324,9.508549180331369e-13
0.001082704855709,9.512754939991774e-13
0.0011001992091647,9.51677842889299e-13
0.0011179762365193,9.520605982954544e-13
0.0011360405052197,9.524225123293648e-13
0.0011543966565139,9.527624561358665e-13
0.001173049406643,9.53079420024322e-13
0.0011920035480534,9.533725131690953e-13
0.0012112639506277,9.536409628870185e-13
0.0012308355629362,9.538841136328266e-13
0.0012507234135082,9.54101425536761e-13
0.001270932612124,9.542924726593083e-13
0.0012914683511277,9.544569409996257e-13
0.0013123359067615,9.545946260347067e-13
0.0013335406405211,9.547054301644164e-13
0.0013550880005332,9.54789359747025e-13
0.0013769835229555,9.548465220579422e-13
0.001399232833399,9.548771218094551e-13
0.0014218416483731,9.548814576955275e-13
0.001444815776755,9.54859918639372e-13
0.0014681611212814,9.548129797871547e-13
0.0014918836800657,9.54741198632773e-13
0.0015159895481389,9.54645210661468e-13
